toolname,class_id
0,0
2,0
1,1
4,1
3,2
0,3
1,3
2,3
6,3
0,4
1,4
3,4
4,4
7,4
2,5
3,6
4,6
0,7
4,7
7,7
1,8
0,9
1,9
2,9
3,9
4,9
5,9
0,10
1,11
2,12
0,13
1,13
2,13
3,13
4,13
0,14
0,15
2,16
3,16
6,16
0,17
1,18
3,19
7,19
0,20
2,20
6,20
0,21
1,21
0,22
1,22
2,23
9,24
4,24
3,25
8,26
4,26
5,27
0,28
6,28
8,29
9,29
1,29
10,30
0,31
1,31
2,31
3,31
4,31
10,31
5,32
8,33
9,34
0,35
0,36
1,37
2,38
0,39
0,40
0,41
3,41
5,42
0,43
0,44
3,45
4,46
5,46
1,47
5,48
7,49
0,50
1,51
0,52
2,52
0,53
3,54
0,55
1,55
2,55
5,55
6,55
3,56
4,57
7,58
8,59
0,60
1,61
5,62
